,Id,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_Type_2,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,3Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,SalePrice,SalePrice_deskewed
1167,1016,527276040,20,RL,0.0,47280,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1488.0,GasA,Gd,Y,SBrkr,1488,0.0,0.0,2,1,1,TA,6,Typ,1,TA,Attchd,1950.0,RFn,2.0,738.0,TA,TA,Y,0,0,180,0,0,0,None,None,None,0,7,2008,WD ,133000,11.798111925972618
1168,2436,528250060,60,RL,63.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,783.0,GasA,Ex,Y,SBrkr,1509,0.0,0.0,2,1,1,Gd,8,Typ,1,Gd,Attchd,2003.0,Fin,2.0,393.0,TA,TA,Y,0,75,0,0,0,0,None,None,None,0,7,2006,WD ,180000,12.100717685412471
1169,1607,923277080,20,RL,60.0,6600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,845.0,GasA,Gd,Y,SBrkr,845,0.0,0.0,1,0,1,Gd,6,Typ,0,None,Attchd,1982.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2008,WD ,134500,11.80932691294063
1170,2337,527216050,60,RL,66.0,13682,Pave,None,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,1410.0,GasA,Ex,Y,SBrkr,2945,0.0,0.0,3,1,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,641.0,TA,TA,Y,192,0,37,0,0,0,None,None,None,0,10,2006,New,438780,12.991755706536901
1171,1233,535105090,80,RL,101.0,9150,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1099.0,GasA,Gd,Y,SBrkr,1431,0.0,1.0,1,0,1,TA,6,Typ,1,Gd,Basment,1962.0,RFn,1.0,296.0,TA,TA,Y,64,110,0,0,0,0,None,None,None,0,12,2008,WD ,165000,12.013706813470414
1172,419,527455240,20,RL,65.0,7150,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,892.0,GasA,TA,Y,SBrkr,892,0.0,0.0,1,0,1,TA,5,Typ,0,None,Attchd,1967.0,RFn,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,7,2009,WD ,100000,11.51293546492023
1173,633,535154060,20,RL,0.0,12285,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1329.0,GasA,Gd,Y,SBrkr,1329,0.0,0.0,1,1,1,TA,5,Typ,2,Gd,Attchd,1960.0,Unf,2.0,441.0,TA,TA,Y,0,0,203,0,0,0,None,None,None,0,8,2009,WD ,176000,12.07824495582233
1174,2722,905200340,20,RL,102.0,17920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Rec,1763.0,GasA,TA,Y,SBrkr,1779,1.0,0.0,1,1,1,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,2.0,454.0,TA,TA,Y,0,418,0,0,312,0,None,None,None,0,7,2006,WD ,170000,12.04355959836804
1175,469,528228290,120,RL,53.0,3684,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1373.0,GasA,Ex,Y,SBrkr,1555,0.0,0.0,2,0,1,Gd,7,Typ,1,TA,Attchd,2007.0,Fin,3.0,660.0,TA,TA,Y,143,20,0,0,0,0,None,None,None,0,6,2009,WD ,174000,12.066816325306588
1176,1365,903456130,50,RM,62.0,7006,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,Rec,Unf,768.0,GasA,TA,Y,SBrkr,1236,1.0,0.0,2,0,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,8,2008,WD ,127000,11.751950239425476
1177,1098,528294060,60,RL,77.0,8390,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,831.0,GasA,Ex,Y,SBrkr,1651,0.0,0.0,2,1,1,TA,7,Typ,1,TA,BuiltIn,1999.0,Fin,2.0,450.0,TA,TA,Y,0,103,0,0,0,0,None,None,None,0,5,2008,WD ,185900,12.132969552931216
1178,711,902206260,30,RM,50.0,5784,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,190.0,GasA,Gd,Y,FuseA,886,0.0,0.0,1,0,1,TA,4,Typ,0,None,Attchd,1938.0,Unf,1.0,273.0,TA,TA,Y,144,20,80,0,0,0,None,None,None,0,12,2009,WD ,91300,11.421917019425596
1179,2808,907405030,20,RL,70.0,9135,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1682.0,GasA,Ex,Y,SBrkr,1700,1.0,0.0,2,0,1,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2.0,544.0,TA,TA,Y,192,23,0,0,0,0,None,None,None,0,5,2006,WD ,200000,12.206077645517674
1180,1959,535450310,50,RL,78.0,10496,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,1040.0,GasA,Ex,Y,SBrkr,1846,0.0,0.0,2,0,1,TA,7,Typ,1,Gd,Attchd,1949.0,Unf,1.0,315.0,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,1,2007,WD ,143000,11.870606902224587
1181,2720,905200280,50,RL,0.0,13650,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,BLQ,1052.0,GasA,Ex,Y,SBrkr,1920,1.0,0.0,2,0,1,Gd,8,Typ,1,Gd,Attchd,1958.0,Unf,2.0,451.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2006,WD ,172500,12.058158312538197
1182,2170,908103090,20,RL,67.0,8308,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20.0,TA,Gd,CBlock,TA,TA,No,BLQ,LwQ,1088.0,GasA,TA,Y,SBrkr,1088,0.0,0.0,1,0,1,TA,4,Typ,0,None,Detchd,2002.0,Unf,2.0,520.0,TA,TA,P,0,0,0,0,0,0,None,None,None,0,6,2007,COD,110000,11.608244735642321
1183,603,534277090,20,RL,0.0,9450,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1040.0,GasA,TA,Y,SBrkr,1362,1.0,0.0,1,0,1,TA,6,Typ,1,Gd,Attchd,1982.0,RFn,3.0,768.0,TA,TA,Y,0,0,84,0,0,0,None,MnPrv,None,0,5,2009,WD ,140000,11.849404844423074
1184,2113,906394050,20,RL,78.0,9317,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1314.0,GasA,Gd,Y,SBrkr,1314,0.0,0.0,2,0,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,440.0,TA,TA,Y,0,22,0,0,0,0,None,None,None,0,3,2007,WD ,176432,12.080696479888447
1185,1146,531450090,20,RL,0.0,7153,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,1278.0,GasA,Gd,Y,SBrkr,1294,1.0,0.0,2,0,1,Gd,6,Typ,0,None,Attchd,1991.0,RFn,2.0,496.0,TA,TA,Y,112,51,0,0,0,0,None,GdWo,None,0,6,2008,WD ,179200,12.09626335986454
1186,2105,906380120,20,RL,68.0,8814,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1274.0,GasA,Ex,Y,SBrkr,1274,1.0,0.0,2,0,1,Gd,6,Typ,0,None,Attchd,2005.0,RFn,2.0,508.0,TA,TA,Y,264,98,0,0,0,0,None,None,None,0,1,2007,New,203000,12.220966184120165
1187,1786,528435060,20,RL,83.0,9849,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1689.0,GasA,Ex,Y,SBrkr,1689,0.0,0.0,2,0,1,Gd,7,Typ,0,None,Attchd,2007.0,RFn,3.0,954.0,TA,TA,Y,0,56,0,0,0,0,None,None,None,0,6,2007,New,248328,12.42250975887691
1188,961,916382110,20,RL,79.0,14463,Pave,None,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,406.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1641.0,GasA,Ex,Y,SBrkr,1641,1.0,0.0,2,0,1,Ex,7,Typ,0,None,Attchd,2008.0,Fin,3.0,885.0,TA,TA,Y,0,95,0,0,0,0,None,None,None,0,1,2009,WD ,316500,12.66508168011904
1189,1405,905403060,50,RL,50.0,5190,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,570.0,GasA,TA,Y,SBrkr,1079,0.0,0.0,1,0,1,TA,5,Typ,1,Gd,Attchd,1948.0,Unf,1.0,249.0,TA,TA,Y,135,0,0,0,0,0,None,None,None,0,1,2008,WD ,125600,11.74086549476798
1190,1324,902406020,20,RM,65.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,984.0,GasA,Gd,Y,SBrkr,984,1.0,0.0,1,0,1,Fa,5,Typ,0,None,Detchd,1959.0,Unf,1.0,308.0,TA,TA,N,0,0,0,0,0,0,None,None,None,0,6,2008,WD ,110000,11.608244735642321
1191,1986,902205130,30,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,960.0,GasA,Gd,Y,FuseA,960,0.0,0.0,1,0,1,Fa,5,Typ,0,None,Detchd,1997.0,Unf,1.0,308.0,TA,TA,Y,0,0,168,0,0,0,None,None,None,0,7,2007,WD ,108500,11.59451466851004
1192,307,911204090,20,C (all),66.0,8712,Grvl,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,Unf,540.0,GasA,TA,N,FuseA,1044,0.0,0.0,1,0,1,Fa,4,Typ,0,None,Basment,1952.0,Unf,2.0,504.0,TA,TA,N,0,0,0,0,0,0,None,None,Shed,54,6,2010,WD ,55993,10.932999821119937
1193,180,902206220,50,RM,69.0,11851,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,1027.0,GasA,Ex,Y,SBrkr,1633,0.0,0.0,1,0,1,Gd,7,Typ,1,Gd,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0,100,126,0,0,0,None,None,None,0,6,2010,WD ,129000,11.767575435251748
1194,2896,916402125,20,RL,54.0,13811,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,Gd,No,GLQ,LwQ,1112.0,GasA,Gd,Y,SBrkr,1137,1.0,0.0,2,0,1,Gd,5,Typ,1,TA,Attchd,1987.0,Unf,2.0,551.0,TA,TA,Y,125,0,0,0,0,0,None,None,None,0,7,2006,WD ,176000,12.07824495582233
1195,668,535402090,20,RL,83.0,10143,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1380.0,GasA,Fa,Y,SBrkr,1380,0.0,0.0,1,1,1,TA,6,Typ,0,None,Attchd,1963.0,Unf,1.0,364.0,TA,TA,Y,0,0,0,0,216,0,None,GdWo,None,0,6,2009,WD ,154000,11.944714374881176
1196,1582,916402215,20,RL,93.0,18265,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,Plywood,HdBoard,BrkFace,228.0,Gd,Gd,CBlock,Gd,Gd,Av,GLQ,Rec,1256.0,GasA,Ex,Y,SBrkr,1256,0.0,0.0,2,0,1,Gd,6,Typ,1,Fa,Attchd,1986.0,Unf,2.0,578.0,TA,TA,Y,282,0,0,0,0,0,None,None,None,0,3,2008,WD ,180000,12.100717685412471
1197,2285,923225050,120,RM,44.0,4224,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,1142.0,GasA,TA,Y,SBrkr,1142,1.0,0.0,1,1,1,TA,6,Typ,1,Po,Attchd,1976.0,Fin,2.0,528.0,TA,TA,Y,536,90,0,0,0,0,None,MnPrv,None,0,8,2007,WD ,134000,11.80560254159177
1198,2079,905426010,20,RL,84.0,12615,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,Unf,1202.0,GasA,TA,Y,SBrkr,2158,1.0,0.0,2,0,1,Gd,7,Typ,1,Gd,Attchd,1950.0,Unf,2.0,576.0,TA,TA,Y,0,29,39,0,0,0,None,MnPrv,None,0,6,2007,WD ,243000,12.400820837540556
1199,2272,916475020,20,RL,85.0,14536,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1616.0,GasA,Ex,Y,SBrkr,1629,1.0,0.0,2,0,1,Gd,9,Typ,1,Gd,Attchd,2002.0,Fin,3.0,808.0,TA,TA,Y,0,252,0,0,0,0,None,None,None,0,11,2007,WD ,270000,12.506180941677357
1200,2250,914452190,20,RL,71.0,9187,Pave,None,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,Unf,1084.0,GasA,TA,Y,SBrkr,1080,0.0,0.0,1,1,1,TA,5,Typ,0,None,Attchd,1983.0,Unf,2.0,484.0,TA,TA,Y,120,0,158,0,0,0,None,None,None,0,6,2007,WD ,134000,11.80560254159177
1201,502,528365070,60,RL,90.0,9900,Pave,None,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1347.0,GasA,Ex,Y,SBrkr,2646,1.0,0.0,2,1,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3.0,656.0,TA,TA,Y,340,60,144,0,0,0,None,None,None,0,4,2009,WD ,260000,12.468440756144114
1202,2166,907420060,60,RL,64.0,8333,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,738.0,GasA,Gd,Y,SBrkr,1491,0.0,0.0,2,1,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,100,30,0,0,0,0,None,None,None,0,5,2007,WD ,168675,12.035734994038894
1203,1622,527158090,80,RL,0.0,10147,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,PConc,Gd,TA,No,LwQ,Unf,392.0,GasA,Gd,Y,SBrkr,1694,0.0,0.0,2,1,1,TA,7,Typ,1,TA,BuiltIn,1994.0,Fin,2.0,398.0,TA,TA,Y,256,64,0,0,0,0,None,MnPrv,None,0,3,2007,WD ,160000,11.982935344196433
1204,1299,902136110,50,RM,44.0,5914,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,684.0,GasA,Gd,Y,SBrkr,1080,0.0,0.0,1,0,1,Gd,5,Typ,0,None,None,None,None,0.0,0.0,None,None,N,0,165,30,0,0,0,None,None,None,0,9,2008,WD ,95000,11.461642696843066
1205,832,906392130,60,RL,79.0,11646,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,704.0,GasA,Ex,Y,SBrkr,1422,0.0,0.0,2,1,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,440.0,TA,TA,Y,36,28,0,0,0,0,None,None,None,0,7,2009,WD ,173000,12.06105265381003
1206,2470,528488130,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,1293.0,GasA,Ex,Y,SBrkr,1301,1.0,0.0,2,0,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2.0,572.0,TA,TA,Y,216,121,0,0,0,0,None,None,None,0,8,2006,New,187750,12.142871895843887
1207,1017,527301170,60,RL,46.0,20544,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,CompShg,Plywood,Plywood,BrkFace,123.0,TA,Gd,CBlock,Gd,TA,No,Unf,Unf,791.0,GasA,Gd,Y,SBrkr,2093,0.0,0.0,2,1,1,TA,7,Typ,1,TA,Attchd,1986.0,Fin,2.0,542.0,TA,TA,Y,364,63,0,0,0,0,None,MnPrv,None,0,11,2008,WD ,215000,12.278397958261774
1208,1384,905107380,20,RL,0.0,9981,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,1073.0,GasA,Gd,Y,SBrkr,1073,0.0,0.0,1,0,1,TA,6,Typ,0,None,Attchd,1967.0,RFn,1.0,270.0,TA,TA,Y,0,90,0,0,0,0,None,MnPrv,None,0,3,2008,WD ,120000,11.695255355062795
1209,1790,528439080,20,RL,70.0,8251,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,Unf,1494.0,GasA,Ex,Y,SBrkr,1506,1.0,0.0,2,0,1,Gd,7,Typ,1,Gd,Attchd,2005.0,RFn,2.0,672.0,TA,TA,Y,192,35,0,0,0,0,None,None,None,0,4,2007,WD ,249000,12.425212191503038
1210,2530,534175100,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,1334.0,GasA,Gd,Y,SBrkr,1334,1.0,0.0,2,0,1,TA,7,Typ,0,None,Attchd,1967.0,RFn,2.0,477.0,TA,TA,Y,0,20,35,0,264,0,None,None,None,0,4,2006,WD ,164500,12.010671928196443
1211,2893,916252170,120,RM,0.0,8239,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1986,1986,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,Gd,TA,CBlock,None,None,None,None,None,0.0,GasA,Gd,Y,SBrkr,1295,0.0,0.0,2,0,1,Gd,5,Typ,0,None,Attchd,1986.0,RFn,1.0,312.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2006,WD ,230000,12.345838935721968
1212,2027,903426010,70,RM,0.0,5700,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,2Story,7,6,1929,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,672.0,GasA,Gd,N,FuseA,1344,1.0,0.0,1,1,1,Gd,6,Typ,1,Gd,Attchd,1979.0,Unf,2.0,456.0,TA,TA,Y,0,0,70,0,0,0,None,GdPrv,None,0,9,2007,WD ,140000,11.849404844423074
1213,683,535452140,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,ALQ,BLQ,732.0,GasA,TA,Y,SBrkr,732,1.0,0.0,1,0,1,TA,4,Typ,0,None,Detchd,1952.0,Unf,1.0,240.0,TA,TA,Y,0,68,0,0,0,0,None,None,None,0,9,2009,WD ,118900,11.686046493072437
1214,823,906378110,20,RL,71.0,9178,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1468.0,GasA,Ex,Y,SBrkr,1468,0.0,0.0,2,0,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,3.0,904.0,TA,TA,Y,192,142,0,0,0,0,None,None,None,0,6,2009,WD ,239900,12.3879816172226
1215,2374,527452070,120,RL,53.0,4043,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,BLQ,1069.0,GasA,Gd,Y,SBrkr,1069,0.0,1.0,2,0,1,TA,4,Typ,1,Po,Attchd,1975.0,RFn,2.0,440.0,TA,TA,Y,0,55,0,0,225,0,None,None,None,0,7,2006,WD ,146300,11.893421422254848
1216,1594,923225080,120,RM,0.0,4224,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1040.0,GasA,Gd,Y,SBrkr,1040,0.0,0.0,1,0,1,TA,6,Typ,0,None,Attchd,1975.0,Unf,2.0,499.0,TA,TA,Y,0,100,0,0,0,0,None,None,None,0,6,2008,WD ,124000,11.728044909070785
